title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type
Australian hospital statistics : an overview,Australian Institute of Health and Welfare,1995-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-762534806,https://trove.nla.gov.au/work/23411524,nla.obj-762534806,edeposit
Construction snapshot (Online),"Northern Territory. Department of Infrastructure, Planning and Logistics",2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-751512507,https://trove.nla.gov.au/work/234169212,nla.obj-751512507,edeposit
Ironside's advertiser and Sydney price current (Online),,1835,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-731256985,https://trove.nla.gov.au/work/234174921,nla.obj-731256985,other
Consolidated financial report / Royal Society for the  Prevention of Cruelty to  Animals (Queensland),Royal Society for the Prevention of Cruelty to Animals (Qld.),2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-751782319,https://trove.nla.gov.au/work/234174925,nla.obj-751782319,edeposit
"Additional estimates of expenditure for additions, new works and buildings for the year ending 30th June ..",Australia. Parliament. House of Representatives,1902,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767864267,https://trove.nla.gov.au/work/234181913,nla.obj-767864267,digitised
"Estimates of expenditure for additions, new works and buildings",Australia. Parliament. House of Representatives,1902-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-767864596,https://trove.nla.gov.au/work/234181914,nla.obj-767864596,digitised
Additional estimates of expenditure for the year ending 30th June..,Australia. Parliament. House of Representatives,1902,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767864694,https://trove.nla.gov.au/work/234181915,nla.obj-767864694,digitised
Estimates of revenue and expenditure : viz.:- Estimates of revenue for the year ending 30th June ... ..,Australia. Parliament. House of Representatives,1901,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-767865089,https://trove.nla.gov.au/work/234181916,nla.obj-767865089,digitised
Estimates of revenue and expenditure for the year ending 30th June..,Australia. Parliament,1903-1914,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767865230,https://trove.nla.gov.au/work/234181917,nla.obj-767865230,digitised
Supplementary estimates of expenditure for the year ending 30th June..,Australia. Parliament,1902-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767865510,https://trove.nla.gov.au/work/234181918,nla.obj-767865510,digitised
Youthwise (Online),,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-753518183,https://trove.nla.gov.au/work/234185579,nla.obj-753518183,edeposit
Australian journal of biography and history (Online),,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-873232802,https://trove.nla.gov.au/work/234185581,nla.obj-873232802,edeposit
Returning jobs and investment to the North / Queensland Government,Queensland. Department of the Premier and Cabinet,2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730521979,https://trove.nla.gov.au/work/234186197,nla.obj-2730521979,edeposit
"The handover : quarterly news for nurses, midwives and personal carers / Australian Nursing & Midwifery Federation",Australian Nursing and Midwifery Federation. Victorian Branch,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-755506762,https://trove.nla.gov.au/work/234229589,nla.obj-755506762,edeposit
Share Voting Activity,"Australian Capital Territory. Chief Minister, Treasury and Economic Development Directorate",2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-755565073,https://trove.nla.gov.au/work/234229591,nla.obj-755565073,edeposit
Finance (Department of Education and Training : Online),Australia. Department of Education and Training,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-775663332,https://trove.nla.gov.au/work/234239221,nla.obj-775663332,edeposit
Alcohol and other drug treatment services in Australia,Australian Institute of Health and Welfare,2001-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-754925659,https://trove.nla.gov.au/work/234305861,nla.obj-754925659,edeposit
Alcohol and other drug treatment services in Australia,Australian Institute of Health and Welfare,2001-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-754925659,https://trove.nla.gov.au/work/234305861,nla.obj-754925659,other
National opioid pharmacotherapy statistics (Online),Australian Institute of Health and Welfare,2008-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-761717757,https://trove.nla.gov.au/work/234305863,nla.obj-761717757,edeposit
Ryde recorder (Online),Ryde District Historical Society,2008-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-761717761,https://trove.nla.gov.au/work/234305864,nla.obj-761717761,edeposit
State of bowls (Online),Royal New South Wales Bowling Association,2014-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-762504251,https://trove.nla.gov.au/work/234307075,nla.obj-762504251,edeposit
Hospital resources (Online),Australian Institute of Health and Welfare,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-762702015,https://trove.nla.gov.au/work/234307077,nla.obj-762702015,edeposit
Communicable diseases intelligence (2018),Australia. Office of Health Protection. Health Protection Policy Branch,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2880001358,https://trove.nla.gov.au/work/234318574,nla.obj-2880001358,edeposit
Commonwealth Inscribed Stock Act : Dealings and transactions during the year ended ... ..,Australia. Parliament,1912-1926,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-850656456,https://trove.nla.gov.au/work/234321016,nla.obj-850656456,digitised
Commonwealth Inscribed Stock Act : Dealings and transactions during the year ended ... ..,Australia. Parliament,1912-1926,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2496444278,https://trove.nla.gov.au/work/234321016,nla.obj-2496444278,digitised
Non-admitted patient care (Online),Australian Institute of Health and Welfare,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-763082687,https://trove.nla.gov.au/work/234321067,nla.obj-763082687,edeposit
Staphylococcus aureus bacteraemia in Australian hospitals (Online),Australian Institute of Health and Welfare,2011-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-764256811,https://trove.nla.gov.au/work/234321068,nla.obj-764256811,edeposit
Accountants Australian Capital Territory,Australia. Department of Jobs and Small Business,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-765949399,https://trove.nla.gov.au/work/234334551,nla.obj-765949399,edeposit
Architect Australian Capital Territory,Australia. Department of Jobs and Small Business,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-765949767,https://trove.nla.gov.au/work/234334552,nla.obj-765949767,edeposit
Civil Engineering Professionals Australian Capital Territory,Australia. Department of Jobs and Small Business,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-765950556,https://trove.nla.gov.au/work/234334553,nla.obj-765950556,edeposit
Medical Diagnostic Radiographer Australian Capital Territory,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-765950581,https://trove.nla.gov.au/work/234334554,nla.obj-765950581,edeposit
Sonographer Australian Capital Territory,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-765961060,https://trove.nla.gov.au/work/234334555,nla.obj-765961060,edeposit
Dogs on the bench & in the field (Online),"Longmore, F. A.",1933-1938,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-768747103,https://trove.nla.gov.au/work/234336654,nla.obj-768747103,other
Australian Capital Territory Hospital and Retail Pharmacist,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766196864,https://trove.nla.gov.au/work/234336655,nla.obj-766196864,edeposit
Occupational Therapist Australian Capital Territory,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766211332,https://trove.nla.gov.au/work/234336656,nla.obj-766211332,edeposit
Australian Capital Territory Physiotherapist,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766362753,https://trove.nla.gov.au/work/234336658,nla.obj-766362753,edeposit
Registered Nurses Australian Capital Territory,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766363025,https://trove.nla.gov.au/work/234336659,nla.obj-766363025,edeposit
Motor Mechanics Australian Capital Territory,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766368982,https://trove.nla.gov.au/work/234336660,nla.obj-766368982,edeposit
Fabrication Engineering Trades Workers and  Fitters Australian Capital Territory,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766385406,https://trove.nla.gov.au/work/234336661,nla.obj-766385406,edeposit
Australian Capital Territory Panelbeater and Vehicle Painter,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766582151,https://trove.nla.gov.au/work/234350183,nla.obj-766582151,edeposit
Australian Capital Territory Bricklayer,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766611500,https://trove.nla.gov.au/work/234350184,nla.obj-766611500,edeposit
Australian Capital Territory Carpenters and Joiners,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766890476,https://trove.nla.gov.au/work/234350187,nla.obj-766890476,edeposit
Australian Capital Territory Painting Trades Worker,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767226840,https://trove.nla.gov.au/work/234350188,nla.obj-767226840,edeposit
Australian Capital Territory Fibrous Plasterer,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767314245,https://trove.nla.gov.au/work/234350189,nla.obj-767314245,edeposit
Australian Capital Territory Plumbers,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767368711,https://trove.nla.gov.au/work/234350190,nla.obj-767368711,edeposit
Elective surgery waiting times (Online),Australian Institute of Health and Welfare,2012-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767368740,https://trove.nla.gov.au/work/234350191,nla.obj-767368740,edeposit
Australian Capital Territory Electrician (General),Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767400057,https://trove.nla.gov.au/work/234350192,nla.obj-767400057,edeposit
Australian Capital Territory Airconditioning and Refrigeration Mechanic,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767402572,https://trove.nla.gov.au/work/234350193,nla.obj-767402572,edeposit
Australian Capital Territory Baker,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767410717,https://trove.nla.gov.au/work/234350194,nla.obj-767410717,edeposit
Australian Capital Territory Chef,Australia. Department of Jobs and Small Business,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767518537,https://trove.nla.gov.au/work/234423260,nla.obj-767518537,edeposit
